system:index,mean,value,.geo
000000000000000000a9,3.897779851265023,7038.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000aa,2.436376182289838,7039.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ab,2.9158375473384086,7040.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac,2.632818319983005,7041.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ad,3.1558467642629457,7042.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ae,1.1557715904071246,7043.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000af,0.635276904045714,7044.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,0.653502290104058,7045.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1,0.6149359812618387,7046.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b2,0.38935624796445745,7047.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b3,0.5588562888390519,7048.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b4,0.8723015931948022,7049.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5,1.663302770468058,7050.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6,1.8560188535426025,7051.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b7,2.5018166333632004,7052.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8,2.5527022364788263,7053.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9,2.619370678682253,7054.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ba,1.9685095048698988,7055.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bb,2.300111640564851,7056.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bc,2.1753508889623716,7057.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd,2.1082862200092443,7058.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be,2.0735268770068234,7059.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bf,1.9990490084510548,7060.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c0,2.013422758027552,7061.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c1,1.869063305710256,7062.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2,1.782261948204144,7063.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c3,1.6043316500765903,7064.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c4,1.3258347304628142,7065.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c5,1.3416240434441808,7066.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c6,1.2374489266847868,7067.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c7,1.2888451159469898,7068.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c8,1.3714795351610516,7069.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c9,1.1113455623434658,7070.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ca,1.240570246569574,7071.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cb,1.1753386602120686,7072.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cc,1.1487589211002003,7073.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cd,1.2539380655071808,7074.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce,0.8735503786059853,7075.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cf,0.8193874714914348,7076.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d0,1.1266957737423446,7077.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d1,0.9876618569845939,7078.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d2,1.1413016213917386,7079.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d3,1.0655246193066477,7080.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4,1.0620148584454776,7081.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5,0.9979431008520374,7082.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6,0.8835003341140321,7083.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7,0.7183869969896981,7084.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d8,0.5874428022172252,7085.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9,0.526543098045605,7086.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da,0.57243526163904,7087.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000db,0.5277299502429095,7088.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dc,0.6424420314787634,7089.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
